Customer;Ypok;Kind;Address;Zip;Country;Town;XrPar
32535;0;"ΚΕΝΤΡΟ ΞΕΝΩΝ ΓΛΩΣΣΩΝ";"ΚΑΝΑΡΗ 3 ΚΩΣ";85300;"Ν. ΔΩΔΕΚΑΝΗΣΩΝ";;
